,precision,recall,f1-score,support
AppleiCloud,0.9825119236883942,0.9951690821256038,0.9887999999999999,621.0
AppleiTunes,0.9481481481481482,0.9142857142857143,0.930909090909091,140.0
Dropbox,0.9774557165861514,0.9869918699186991,0.982200647249191,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9805157593123209,0.8555,0.9137516688918559,2000.0
GMail,0.9670599803343166,0.9835,0.9752107089737234,2000.0
Github,0.9933774834437086,0.9985207100591716,0.9959424566580597,1352.0
GoogleDrive,0.9748459958932238,0.9495,0.9620060790273556,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9596949891067538,0.9143746756616502,0.9364868456019133,1927.0
Instagram,0.9604438012542209,0.9955,0.9776577461330714,2000.0
MS_OneDrive,0.9967672413793104,1.0,0.9983810037776578,925.0
NetFlix,0.959731543624161,0.9285714285714286,0.9438943894389439,308.0
Skype,0.9623601220752798,0.9594320486815415,0.9608938547486033,1972.0
Snapchat,1.0,0.75,0.8571428571428571,40.0
SoundCloud,0.6,0.3333333333333333,0.42857142857142855,36.0
Spotify,0.9858064516129033,0.9973890339425587,0.991563919532771,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9895833333333334,1.0,0.9947643979057591,285.0
Twitter,0.9923195084485407,0.9887755102040816,0.9905443393815486,1960.0
WhatsApp,0.8915950334288443,0.9836670179135932,0.9353707414829658,1898.0
Wikipedia,0.9963235294117647,0.9963235294117647,0.9963235294117647,272.0
YouTube,0.916911045943304,0.9740394600207685,0.944612286002014,1926.0
eBay,0.956989247311828,0.8557692307692307,0.9035532994923857,104.0
accuracy,0.966057929795674,0.966057929795674,0.966057929795674,0.966057929795674
macro avg,0.958693728488519,0.9291054229398082,0.9411193814884481,26722.0
weighted avg,0.9667364222762618,0.966057929795674,0.9656731052887053,26722.0
